2010-05-01 19:06:07 startup archives unpack
2010-05-01 19:10:59 status unpacked libgtksourceview2.0-0 2.10.1-0ubuntu1
2010-05-01 19:10:59 upgrade gedit-common 2.30.0git20100413-0ubuntu1 2.30.2-0ubuntu1
2010-05-01 19:10:59 status half-configured gedit-common 2.30.0git20100413-0ubuntu1
2010-05-01 19:10:59 status unpacked gedit-common 2.30.0git20100413-0ubuntu1
2010-05-01 19:10:59 status half-installed gedit-common 2.30.0git20100413-0ubuntu1
2010-05-01 19:10:59 status half-installed gedit-common 2.30.0git20100413-0ubuntu1
2010-05-01 19:11:02 status half-installed gedit-common 2.30.0git20100413-0ubuntu1
2010-05-01 19:11:03 status unpacked gedit-common 2.30.2-0ubuntu1
2010-05-01 19:11:03 status unpacked gedit-common 2.30.2-0ubuntu1
2010-05-01 19:11:03 upgrade gedit 2.30.0git20100413-0ubuntu1 2.30.2-0ubuntu1
2010-05-01 19:11:03 status half-configured gedit 2.30.0git20100413-0ubuntu1
2010-05-01 19:11:04 update-alternatives: run with --remove gnome-text-editor /usr/bin/gedit
2010-05-01 19:11:04 update-alternatives: link group gnome-text-editor updated to point to /usr/bin/vim.gnome
2010-05-01 19:11:12 status unpacked gedit 2.30.0git20100413-0ubuntu1
2010-05-01 19:11:12 status half-installed gedit 2.30.0git20100413-0ubuntu1
2010-05-01 19:11:12 status half-installed gedit 2.30.0git20100413-0ubuntu1
2010-05-01 19:11:12 status half-installed gedit 2.30.0git20100413-0ubuntu1
2010-05-01 19:11:15 status half-installed gedit 2.30.0git20100413-0ubuntu1
2010-05-01 19:11:15 status unpacked gedit 2.30.2-0ubuntu1
2010-05-01 19:11:15 status unpacked gedit 2.30.2-0ubuntu1
2010-05-01 19:11:16 upgrade libgimp2.0 2.6.8-2ubuntu1 2.6.8-2ubuntu1.1
2010-05-01 19:11:16 status half-configured libgimp2.0 2.6.8-2ubuntu1
2010-05-01 19:11:16 status unpacked libgimp2.0 2.6.8-2ubuntu1
2010-05-01 19:11:16 status half-installed libgimp2.0 2.6.8-2ubuntu1
2010-05-01 19:11:17 status half-installed libgimp2.0 2.6.8-2ubuntu1
2010-05-01 19:11:17 status unpacked libgimp2.0 2.6.8-2ubuntu1.1
2010-05-01 19:11:17 status unpacked libgimp2.0 2.6.8-2ubuntu1.1
2010-05-01 19:11:17 upgrade gimp-data 2.6.8-2ubuntu1 2.6.8-2ubuntu1.1
2010-05-01 19:11:17 status half-configured gimp-data 2.6.8-2ubuntu1
2010-05-01 19:11:17 status unpacked gimp-data 2.6.8-2ubuntu1
2010-05-01 19:11:18 status half-installed gimp-data 2.6.8-2ubuntu1
2010-05-01 19:11:18 status half-installed gimp-data 2.6.8-2ubuntu1
2010-05-01 19:11:18 status half-installed gimp-data 2.6.8-2ubuntu1
2010-05-01 19:11:42 status half-installed gimp-data 2.6.8-2ubuntu1
2010-05-01 19:11:43 status unpacked gimp-data 2.6.8-2ubuntu1.1
2010-05-01 19:11:43 status unpacked gimp-data 2.6.8-2ubuntu1.1
2010-05-01 19:11:43 upgrade gimp 2.6.8-2ubuntu1 2.6.8-2ubuntu1.1
2010-05-01 19:11:43 status half-configured gimp 2.6.8-2ubuntu1
2010-05-01 19:11:43 status unpacked gimp 2.6.8-2ubuntu1
2010-05-01 19:11:43 status half-installed gimp 2.6.8-2ubuntu1
2010-05-01 19:11:44 status half-installed gimp 2.6.8-2ubuntu1
2010-05-01 19:11:44 status half-installed gimp 2.6.8-2ubuntu1
2010-05-01 19:11:44 status half-installed gimp 2.6.8-2ubuntu1
2010-05-01 19:11:55 status half-installed gimp 2.6.8-2ubuntu1
2010-05-01 19:11:55 status unpacked gimp 2.6.8-2ubuntu1.1
2010-05-01 19:11:55 status unpacked gimp 2.6.8-2ubuntu1.1
2010-05-01 19:11:56 upgrade grub-pc 1.98-1ubuntu5 1.98-1ubuntu6
2010-05-01 19:11:56 status half-configured grub-pc 1.98-1ubuntu5
2010-05-01 19:11:56 status unpacked grub-pc 1.98-1ubuntu5
2010-05-01 19:11:56 status half-installed grub-pc 1.98-1ubuntu5
2010-05-01 19:11:56 status half-installed grub-pc 1.98-1ubuntu5
2010-05-01 19:12:05 status half-installed grub-pc 1.98-1ubuntu5
2010-05-01 19:12:05 status unpacked grub-pc 1.98-1ubuntu6
2010-05-01 19:12:05 status unpacked grub-pc 1.98-1ubuntu6
2010-05-01 19:12:05 upgrade grub-common 1.98-1ubuntu5 1.98-1ubuntu6
2010-05-01 19:12:05 status half-configured grub-common 1.98-1ubuntu5
2010-05-01 19:12:05 status unpacked grub-common 1.98-1ubuntu5
2010-05-01 19:12:05 status half-installed grub-common 1.98-1ubuntu5
2010-05-01 19:12:05 status half-installed grub-common 1.98-1ubuntu5
2010-05-01 19:12:05 status triggers-pending install-info 4.13a.dfsg.1-5ubuntu1
2010-05-01 19:12:06 status half-installed grub-common 1.98-1ubuntu5
2010-05-01 19:12:06 status half-installed grub-common 1.98-1ubuntu5
2010-05-01 19:12:07 status half-installed grub-common 1.98-1ubuntu5
2010-05-01 19:12:08 status unpacked grub-common 1.98-1ubuntu6
2010-05-01 19:12:08 status unpacked grub-common 1.98-1ubuntu6
2010-05-01 19:12:08 upgrade python-cupshelpers 1.2.0+20100408-0ubuntu5 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:12:08 status half-configured python-cupshelpers 1.2.0+20100408-0ubuntu5
2010-05-01 19:12:08 status triggers-pending python-support 1.0.4ubuntu1
2010-05-01 19:12:08 status unpacked python-cupshelpers 1.2.0+20100408-0ubuntu5
2010-05-01 19:12:08 status half-installed python-cupshelpers 1.2.0+20100408-0ubuntu5
2010-05-01 19:12:09 status half-installed python-cupshelpers 1.2.0+20100408-0ubuntu5
2010-05-01 19:12:09 status unpacked python-cupshelpers 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:12:09 status unpacked python-cupshelpers 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:12:09 upgrade system-config-printer-udev 1.2.0+20100408-0ubuntu5 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:12:09 status half-configured system-config-printer-udev 1.2.0+20100408-0ubuntu5
2010-05-01 19:12:09 status unpacked system-config-printer-udev 1.2.0+20100408-0ubuntu5
2010-05-01 19:12:09 status half-installed system-config-printer-udev 1.2.0+20100408-0ubuntu5
2010-05-01 19:12:09 status half-installed system-config-printer-udev 1.2.0+20100408-0ubuntu5
2010-05-01 19:12:10 status unpacked system-config-printer-udev 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:12:10 status unpacked system-config-printer-udev 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:12:10 upgrade hal-cups-utils 1.2.0+20100408-0ubuntu5 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:12:10 status half-configured hal-cups-utils 1.2.0+20100408-0ubuntu5
2010-05-01 19:12:10 status unpacked hal-cups-utils 1.2.0+20100408-0ubuntu5
2010-05-01 19:12:10 status half-installed hal-cups-utils 1.2.0+20100408-0ubuntu5
2010-05-01 19:12:10 status half-installed hal-cups-utils 1.2.0+20100408-0ubuntu5
2010-05-01 19:12:10 status unpacked hal-cups-utils 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:12:10 status unpacked hal-cups-utils 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:12:11 upgrade libgl1-mesa-dri 7.7.1-1ubuntu2 7.7.1-1ubuntu3
2010-05-01 19:12:11 status half-configured libgl1-mesa-dri 7.7.1-1ubuntu2
2010-05-01 19:12:11 status unpacked libgl1-mesa-dri 7.7.1-1ubuntu2
2010-05-01 19:12:11 status half-installed libgl1-mesa-dri 7.7.1-1ubuntu2
2010-05-01 19:12:13 status half-installed libgl1-mesa-dri 7.7.1-1ubuntu2
2010-05-01 19:12:14 status unpacked libgl1-mesa-dri 7.7.1-1ubuntu3
2010-05-01 19:12:14 status unpacked libgl1-mesa-dri 7.7.1-1ubuntu3
2010-05-01 19:12:14 upgrade libgl1-mesa-glx 7.7.1-1ubuntu2 7.7.1-1ubuntu3
2010-05-01 19:12:14 status half-configured libgl1-mesa-glx 7.7.1-1ubuntu2
2010-05-01 19:12:14 status unpacked libgl1-mesa-glx 7.7.1-1ubuntu2
2010-05-01 19:12:14 status half-installed libgl1-mesa-glx 7.7.1-1ubuntu2
2010-05-01 19:12:14 status half-installed libgl1-mesa-glx 7.7.1-1ubuntu2
2010-05-01 19:12:14 status unpacked libgl1-mesa-glx 7.7.1-1ubuntu3
2010-05-01 19:12:15 status unpacked libgl1-mesa-glx 7.7.1-1ubuntu3
2010-05-01 19:12:15 upgrade libsoup-gnome2.4-1 2.30.0-0ubuntu1 2.30.1-0ubuntu1
2010-05-01 19:12:15 status half-configured libsoup-gnome2.4-1 2.30.0-0ubuntu1
2010-05-01 19:12:15 status unpacked libsoup-gnome2.4-1 2.30.0-0ubuntu1
2010-05-01 19:12:15 status half-installed libsoup-gnome2.4-1 2.30.0-0ubuntu1
2010-05-01 19:12:15 status half-installed libsoup-gnome2.4-1 2.30.0-0ubuntu1
2010-05-01 19:12:15 status unpacked libsoup-gnome2.4-1 2.30.1-0ubuntu1
2010-05-01 19:12:15 status unpacked libsoup-gnome2.4-1 2.30.1-0ubuntu1
2010-05-01 19:12:16 install linux-headers-2.6.32-22 <none> 2.6.32-22.33
2010-05-01 19:12:16 status half-installed linux-headers-2.6.32-22 2.6.32-22.33
2010-05-01 19:12:53 status unpacked linux-headers-2.6.32-22 2.6.32-22.33
2010-05-01 19:12:53 status unpacked linux-headers-2.6.32-22 2.6.32-22.33
2010-05-01 19:12:53 install linux-headers-2.6.32-22-generic <none> 2.6.32-22.33
2010-05-01 19:12:53 status half-installed linux-headers-2.6.32-22-generic 2.6.32-22.33
2010-05-01 19:12:59 status unpacked linux-headers-2.6.32-22-generic 2.6.32-22.33
2010-05-01 19:12:59 status unpacked linux-headers-2.6.32-22-generic 2.6.32-22.33
2010-05-01 19:12:59 upgrade linux-headers-generic 2.6.32.21.22 2.6.32.22.23
2010-05-01 19:12:59 status half-configured linux-headers-generic 2.6.32.21.22
2010-05-01 19:12:59 status unpacked linux-headers-generic 2.6.32.21.22
2010-05-01 19:12:59 status half-installed linux-headers-generic 2.6.32.21.22
2010-05-01 19:12:59 status half-installed linux-headers-generic 2.6.32.21.22
2010-05-01 19:12:59 status unpacked linux-headers-generic 2.6.32.22.23
2010-05-01 19:12:59 status unpacked linux-headers-generic 2.6.32.22.23
2010-05-01 19:12:59 upgrade linux-image-generic 2.6.32.21.22 2.6.32.22.23
2010-05-01 19:12:59 status half-configured linux-image-generic 2.6.32.21.22
2010-05-01 19:13:00 status unpacked linux-image-generic 2.6.32.21.22
2010-05-01 19:13:00 status half-installed linux-image-generic 2.6.32.21.22
2010-05-01 19:13:00 status half-installed linux-image-generic 2.6.32.21.22
2010-05-01 19:13:00 status unpacked linux-image-generic 2.6.32.22.23
2010-05-01 19:13:00 status unpacked linux-image-generic 2.6.32.22.23
2010-05-01 19:13:00 upgrade linux-libc-dev 2.6.32-21.32 2.6.32-22.33
2010-05-01 19:13:00 status half-configured linux-libc-dev 2.6.32-21.32
2010-05-01 19:13:00 status unpacked linux-libc-dev 2.6.32-21.32
2010-05-01 19:13:00 status half-installed linux-libc-dev 2.6.32-21.32
2010-05-01 19:13:26 status half-installed linux-libc-dev 2.6.32-21.32
2010-05-01 19:13:26 status unpacked linux-libc-dev 2.6.32-22.33
2010-05-01 19:13:26 status unpacked linux-libc-dev 2.6.32-22.33
2010-05-01 19:13:26 upgrade nautilus-data 1:2.30.0-0ubuntu4 1:2.30.1-0ubuntu1
2010-05-01 19:13:26 status half-configured nautilus-data 1:2.30.0-0ubuntu4
2010-05-01 19:13:32 status unpacked nautilus-data 1:2.30.0-0ubuntu4
2010-05-01 19:13:32 status half-installed nautilus-data 1:2.30.0-0ubuntu4
2010-05-01 19:13:33 status half-installed nautilus-data 1:2.30.0-0ubuntu4
2010-05-01 19:13:33 status half-installed nautilus-data 1:2.30.0-0ubuntu4
2010-05-01 19:13:35 status half-installed nautilus-data 1:2.30.0-0ubuntu4
2010-05-01 19:13:35 status unpacked nautilus-data 1:2.30.1-0ubuntu1
2010-05-01 19:13:35 status unpacked nautilus-data 1:2.30.1-0ubuntu1
2010-05-01 19:13:35 upgrade nautilus 1:2.30.0-0ubuntu4 1:2.30.1-0ubuntu1
2010-05-01 19:13:35 status half-configured nautilus 1:2.30.0-0ubuntu4
2010-05-01 19:13:36 status unpacked nautilus 1:2.30.0-0ubuntu4
2010-05-01 19:13:36 status half-installed nautilus 1:2.30.0-0ubuntu4
2010-05-01 19:13:36 status half-installed nautilus 1:2.30.0-0ubuntu4
2010-05-01 19:13:36 status half-installed nautilus 1:2.30.0-0ubuntu4
2010-05-01 19:13:36 status half-installed nautilus 1:2.30.0-0ubuntu4
2010-05-01 19:13:37 status half-installed nautilus 1:2.30.0-0ubuntu4
2010-05-01 19:13:37 status unpacked nautilus 1:2.30.1-0ubuntu1
2010-05-01 19:13:37 status unpacked nautilus 1:2.30.1-0ubuntu1
2010-05-01 19:13:37 upgrade pm-utils 1.3.0-1ubuntu1 1.3.0-1ubuntu2
2010-05-01 19:13:37 status half-configured pm-utils 1.3.0-1ubuntu1
2010-05-01 19:13:37 status unpacked pm-utils 1.3.0-1ubuntu1
2010-05-01 19:13:37 status half-installed pm-utils 1.3.0-1ubuntu1
2010-05-01 19:13:38 status half-installed pm-utils 1.3.0-1ubuntu1
2010-05-01 19:13:39 status half-installed pm-utils 1.3.0-1ubuntu1
2010-05-01 19:13:40 status unpacked pm-utils 1.3.0-1ubuntu2
2010-05-01 19:13:40 status unpacked pm-utils 1.3.0-1ubuntu2
2010-05-01 19:13:40 upgrade ubuntuone-client-gnome 1.2.1-0ubuntu1 1.2.1-0ubuntu2
2010-05-01 19:13:40 status half-configured ubuntuone-client-gnome 1.2.1-0ubuntu1
2010-05-01 19:13:40 status unpacked ubuntuone-client-gnome 1.2.1-0ubuntu1
2010-05-01 19:13:40 status half-installed ubuntuone-client-gnome 1.2.1-0ubuntu1
2010-05-01 19:13:40 status half-installed ubuntuone-client-gnome 1.2.1-0ubuntu1
2010-05-01 19:13:40 status half-installed ubuntuone-client-gnome 1.2.1-0ubuntu1
2010-05-01 19:13:40 status half-installed ubuntuone-client-gnome 1.2.1-0ubuntu1
2010-05-01 19:13:40 status half-installed ubuntuone-client-gnome 1.2.1-0ubuntu1
2010-05-01 19:13:42 status half-installed ubuntuone-client-gnome 1.2.1-0ubuntu1
2010-05-01 19:13:42 status unpacked ubuntuone-client-gnome 1.2.1-0ubuntu2
2010-05-01 19:13:42 status unpacked ubuntuone-client-gnome 1.2.1-0ubuntu2
2010-05-01 19:13:42 upgrade ubuntuone-client 1.2.1-0ubuntu1 1.2.1-0ubuntu2
2010-05-01 19:13:42 status half-configured ubuntuone-client 1.2.1-0ubuntu1
2010-05-01 19:13:42 status unpacked ubuntuone-client 1.2.1-0ubuntu1
2010-05-01 19:13:43 status half-installed ubuntuone-client 1.2.1-0ubuntu1
2010-05-01 19:13:43 status half-installed ubuntuone-client 1.2.1-0ubuntu1
2010-05-01 19:13:43 status half-installed ubuntuone-client 1.2.1-0ubuntu1
2010-05-01 19:13:43 status unpacked ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:13:43 status unpacked ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:13:43 upgrade python-ubuntuone-client 1.2.1-0ubuntu1 1.2.1-0ubuntu2
2010-05-01 19:13:43 status half-configured python-ubuntuone-client 1.2.1-0ubuntu1
2010-05-01 19:13:44 status unpacked python-ubuntuone-client 1.2.1-0ubuntu1
2010-05-01 19:13:44 status half-installed python-ubuntuone-client 1.2.1-0ubuntu1
2010-05-01 19:13:45 status half-installed python-ubuntuone-client 1.2.1-0ubuntu1
2010-05-01 19:13:45 status unpacked python-ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:13:45 status unpacked python-ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:13:46 upgrade rhythmbox-plugins 0.12.8-0ubuntu3 0.12.8-0ubuntu4
2010-05-01 19:13:46 status half-configured rhythmbox-plugins 0.12.8-0ubuntu3
2010-05-01 19:13:46 status unpacked rhythmbox-plugins 0.12.8-0ubuntu3
2010-05-01 19:13:46 status half-installed rhythmbox-plugins 0.12.8-0ubuntu3
2010-05-01 19:13:51 status half-installed rhythmbox-plugins 0.12.8-0ubuntu3
2010-05-01 19:13:51 status unpacked rhythmbox-plugins 0.12.8-0ubuntu4
2010-05-01 19:13:51 status unpacked rhythmbox-plugins 0.12.8-0ubuntu4
2010-05-01 19:13:51 upgrade rhythmbox-plugin-cdrecorder 0.12.8-0ubuntu3 0.12.8-0ubuntu4
2010-05-01 19:13:51 status half-configured rhythmbox-plugin-cdrecorder 0.12.8-0ubuntu3
2010-05-01 19:13:51 status unpacked rhythmbox-plugin-cdrecorder 0.12.8-0ubuntu3
2010-05-01 19:13:51 status half-installed rhythmbox-plugin-cdrecorder 0.12.8-0ubuntu3
2010-05-01 19:13:51 status half-installed rhythmbox-plugin-cdrecorder 0.12.8-0ubuntu3
2010-05-01 19:13:51 status unpacked rhythmbox-plugin-cdrecorder 0.12.8-0ubuntu4
2010-05-01 19:13:52 status unpacked rhythmbox-plugin-cdrecorder 0.12.8-0ubuntu4
2010-05-01 19:13:52 upgrade rhythmbox 0.12.8-0ubuntu3 0.12.8-0ubuntu4
2010-05-01 19:13:52 status half-configured rhythmbox 0.12.8-0ubuntu3
2010-05-01 19:13:57 status unpacked rhythmbox 0.12.8-0ubuntu3
2010-05-01 19:13:58 status half-installed rhythmbox 0.12.8-0ubuntu3
2010-05-01 19:13:58 status half-installed rhythmbox 0.12.8-0ubuntu3
2010-05-01 19:13:58 status half-installed rhythmbox 0.12.8-0ubuntu3
2010-05-01 19:13:58 status half-installed rhythmbox 0.12.8-0ubuntu3
2010-05-01 19:13:58 status half-installed rhythmbox 0.12.8-0ubuntu3
2010-05-01 19:14:08 status half-installed rhythmbox 0.12.8-0ubuntu3
2010-05-01 19:14:09 status unpacked rhythmbox 0.12.8-0ubuntu4
2010-05-01 19:14:09 status unpacked rhythmbox 0.12.8-0ubuntu4
2010-05-01 19:14:09 upgrade software-center 2.0.2 2.0.3
2010-05-01 19:14:09 status half-configured software-center 2.0.2
2010-05-01 19:14:09 status unpacked software-center 2.0.2
2010-05-01 19:14:09 status half-installed software-center 2.0.2
2010-05-01 19:14:10 status half-installed software-center 2.0.2
2010-05-01 19:14:10 status half-installed software-center 2.0.2
2010-05-01 19:14:10 status half-installed software-center 2.0.2
2010-05-01 19:14:10 status half-installed software-center 2.0.2
2010-05-01 19:14:14 status half-installed software-center 2.0.2
2010-05-01 19:14:14 status unpacked software-center 2.0.3
2010-05-01 19:14:14 status unpacked software-center 2.0.3
2010-05-01 19:14:14 upgrade system-config-printer-common 1.2.0+20100408-0ubuntu5 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:14:14 status half-configured system-config-printer-common 1.2.0+20100408-0ubuntu5
2010-05-01 19:14:14 status unpacked system-config-printer-common 1.2.0+20100408-0ubuntu5
2010-05-01 19:14:14 status half-installed system-config-printer-common 1.2.0+20100408-0ubuntu5
2010-05-01 19:14:15 status half-installed system-config-printer-common 1.2.0+20100408-0ubuntu5
2010-05-01 19:14:15 status unpacked system-config-printer-common 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:14:16 status unpacked system-config-printer-common 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:14:16 upgrade system-config-printer-gnome 1.2.0+20100408-0ubuntu5 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:14:16 status half-configured system-config-printer-gnome 1.2.0+20100408-0ubuntu5
2010-05-01 19:14:16 status unpacked system-config-printer-gnome 1.2.0+20100408-0ubuntu5
2010-05-01 19:14:16 status half-installed system-config-printer-gnome 1.2.0+20100408-0ubuntu5
2010-05-01 19:14:17 status half-installed system-config-printer-gnome 1.2.0+20100408-0ubuntu5
2010-05-01 19:14:17 status half-installed system-config-printer-gnome 1.2.0+20100408-0ubuntu5
2010-05-01 19:14:17 status half-installed system-config-printer-gnome 1.2.0+20100408-0ubuntu5
2010-05-01 19:14:20 status half-installed system-config-printer-gnome 1.2.0+20100408-0ubuntu5
2010-05-01 19:14:20 status unpacked system-config-printer-gnome 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:14:20 status unpacked system-config-printer-gnome 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:14:20 upgrade thunderbird 3.0.5~hg20100421r4815+nobinonly-0ubuntu1~umd2 3.0.5~hg20100429r4820+nobinonly-0ubuntu1~umd1
2010-05-01 19:14:20 status half-configured thunderbird 3.0.5~hg20100421r4815+nobinonly-0ubuntu1~umd2
2010-05-01 19:14:20 status unpacked thunderbird 3.0.5~hg20100421r4815+nobinonly-0ubuntu1~umd2
2010-05-01 19:14:20 status half-installed thunderbird 3.0.5~hg20100421r4815+nobinonly-0ubuntu1~umd2
2010-05-01 19:14:21 status half-installed thunderbird 3.0.5~hg20100421r4815+nobinonly-0ubuntu1~umd2
2010-05-01 19:14:21 status half-installed thunderbird 3.0.5~hg20100421r4815+nobinonly-0ubuntu1~umd2
2010-05-01 19:14:21 status half-installed thunderbird 3.0.5~hg20100421r4815+nobinonly-0ubuntu1~umd2
2010-05-01 19:14:37 status half-installed thunderbird 3.0.5~hg20100421r4815+nobinonly-0ubuntu1~umd2
2010-05-01 19:14:38 status unpacked thunderbird 3.0.5~hg20100429r4820+nobinonly-0ubuntu1~umd1
2010-05-01 19:14:38 status unpacked thunderbird 3.0.5~hg20100429r4820+nobinonly-0ubuntu1~umd1
2010-05-01 19:14:38 upgrade tomboy 1.2.0-0ubuntu1 1.2.1-0ubuntu1
2010-05-01 19:14:38 status half-configured tomboy 1.2.0-0ubuntu1
2010-05-01 19:14:44 status unpacked tomboy 1.2.0-0ubuntu1
2010-05-01 19:14:44 status half-installed tomboy 1.2.0-0ubuntu1
2010-05-01 19:14:45 status half-installed tomboy 1.2.0-0ubuntu1
2010-05-01 19:14:45 status half-installed tomboy 1.2.0-0ubuntu1
2010-05-01 19:14:45 status half-installed tomboy 1.2.0-0ubuntu1
2010-05-01 19:14:45 status half-installed tomboy 1.2.0-0ubuntu1
2010-05-01 19:14:45 status half-installed tomboy 1.2.0-0ubuntu1
2010-05-01 19:14:49 status half-installed tomboy 1.2.0-0ubuntu1
2010-05-01 19:14:49 status unpacked tomboy 1.2.1-0ubuntu1
2010-05-01 19:14:49 status unpacked tomboy 1.2.1-0ubuntu1
2010-05-01 19:14:49 upgrade transmission-gtk 1.92-0ubuntu2 1.92-0ubuntu2.1
